animal,role,lp,pair,epoch,n_bins,n_units_x,n_units_y,n_units_z,k_eff,cc1,n_sig,mi_sig,ifi,optimal_lag,gini_x,gini_y,gini_pearson_x,gini_pearson_y,sh_x_cc1,sh_y_cc1
5,learner,54,DLS-ACC,expert,9822,226,162,55,20,0.4854,6,0.3335,-0.0406,0,0.5687,0.585,0.1936,0.1662,40.95,46.22
7,learner,33,DMS-ACC,naive,16579,13,56,0,13,0.0546,0,0.0,-0.1039,-8,0.4088,0.5717,0.199,0.2632,72.52,72.28
7,learner,33,DMS-ACC,intermediate,16581,13,56,0,13,0.0198,0,0.0,-0.0395,-11,0.1527,0.4479,0.1618,0.2218,88.42,84.4
7,learner,33,DMS-ACC,expert,18061,13,56,0,13,0.0449,0,0.0,-0.0257,4,0.1483,0.4711,0.1301,0.188,84.36,88.86
9,learner,44,DMS-ACC,naive,8812,26,28,24,20,0.2537,9,0.2132,0.0154,0,0.3761,0.3531,0.2563,0.1932,59.67,67.56
9,learner,44,DMS-ACC,intermediate,9971,26,28,24,20,0.0304,0,0.0,-0.0009,24,0.3301,0.2626,0.17,0.2132,75.36,86.36
9,learner,44,DMS-ACC,expert,10758,26,28,24,20,0.3829,6,0.1799,-0.0119,-22,0.3133,0.2854,0.1859,0.1736,88.51,88.58
9,learner,44,V1-DMS,naive,8812,24,26,28,20,0.007,0,0.0,-0.0628,-12,0.2378,0.3756,0.2045,0.2639,82.7,87.14
9,learner,44,V1-DMS,intermediate,9971,24,26,28,20,0.0096,0,0.0,0.1153,18,0.2208,0.3316,0.268,0.3128,85.77,86.07
9,learner,44,V1-DMS,expert,10758,24,26,28,20,0.0115,0,0.0,0.0905,2,0.1966,0.3131,0.3617,0.348,86.41,77.22
9,learner,44,V1-ACC,naive,8812,24,28,26,20,0.1011,4,0.0495,0.0052,-19,0.237,0.3514,0.137,0.1502,56.85,56.39
9,learner,44,V1-ACC,intermediate,9971,24,28,26,20,0.0399,1,0.0151,-0.0534,-2,0.2207,0.2626,0.1699,0.1708,61.13,88.59
9,learner,44,V1-ACC,expert,10758,24,28,26,20,-0.0111,1,0.0321,-0.0366,-20,0.1963,0.2835,0.2163,0.2072,86.67,85.09
10,learner,67,DMS-DLS,naive,7828,19,17,15,17,0.5142,2,0.1899,-0.0507,-1,0.3894,0.163,0.3053,0.4238,80.98,44.65
10,learner,67,DMS-DLS,intermediate,7672,19,17,15,17,0.2609,2,0.2113,0.0723,0,0.438,0.1561,0.3767,0.5267,66.97,60.33
10,learner,67,DMS-DLS,expert,8381,19,17,15,17,0.6951,3,0.559,0.0483,0,0.4086,0.2981,0.3802,0.5642,89.73,56.67
10,learner,67,DMS-ACC,naive,7828,19,8,24,8,0.1572,1,0.0125,0.0253,0,0.3565,0.8572,0.3098,0.376,43.57,0.05
10,learner,67,DMS-ACC,intermediate,7672,19,8,24,8,0.4581,3,0.1549,-0.0016,0,0.9244,0.9721,0.6381,0.7106,0.0,0.0
10,learner,67,DMS-ACC,expert,8381,19,8,24,8,0.1059,0,0.0,-0.1236,-18,0.3695,0.5615,0.4279,0.5484,75.57,73.21
10,learner,67,DLS-ACC,naive,7828,17,8,26,8,0.1567,1,0.0124,-0.0835,-25,0.2919,0.8548,0.3088,0.3197,51.81,0.15
10,learner,67,DLS-ACC,intermediate,7672,17,8,26,8,0.015,0,0.0,-0.0271,-3,0.2905,0.3918,0.3538,0.3605,89.47,51.58
10,learner,67,DLS-ACC,expert,8381,17,8,26,8,0.7997,1,0.5101,0.2492,0,0.926,0.9739,0.6783,0.688,0.0,0.0
10,learner,67,V1-DMS,naive,7828,7,19,25,7,0.0098,0,0.0,-0.0005,10,0.0242,0.3733,0.0868,0.1043,72.32,42.49
10,learner,67,V1-DMS,intermediate,7672,7,19,25,7,-0.3606,3,0.2059,0.0467,22,0.0859,0.5023,0.2251,0.2831,56.45,72.75
10,learner,67,V1-DMS,expert,8381,7,19,25,7,-0.0923,1,0.0129,0.0765,7,0.1188,0.2218,0.1703,0.2568,16.3,56.4
10,learner,67,V1-DLS,naive,7828,7,17,27,7,0.0034,0,0.0,-0.0313,-25,0.0242,0.212,0.1594,0.1299,62.9,86.64
10,learner,67,V1-DLS,intermediate,7672,7,17,27,7,-0.1038,1,0.0131,-0.0214,-23,0.0858,0.2088,0.212,0.199,16.37,89.02
10,learner,67,V1-DLS,expert,8381,7,17,27,7,-0.1981,4,0.0778,-0.0018,18,0.1189,0.3432,0.1168,0.303,83.99,88.32
10,learner,67,V1-ACC,naive,7828,7,8,36,7,0.0664,0,0.0,-0.0307,0,0.0245,0.8521,0.2791,0.3169,64.95,0.33
10,learner,67,V1-ACC,intermediate,7672,7,8,36,7,0.0037,2,0.0268,-0.0259,-23,0.0863,0.3922,0.2281,0.3424,53.38,55.34
10,learner,67,V1-ACC,expert,8381,7,8,36,7,0.079,2,0.016,-0.0412,-6,0.1191,0.5608,0.2662,0.2982,82.81,49.38
11,learner,84,DMS-DLS,naive,13286,20,5,163,5,0.1523,2,0.0185,0.0402,0,0.4092,0.3954,0.5254,0.4712,65.41,53.34
11,learner,84,DMS-DLS,intermediate,9865,20,5,163,5,0.2062,2,0.0451,-0.105,-20,0.5541,0.6739,0.5405,0.6031,84.37,75.46
11,learner,84,DMS-DLS,expert,10602,20,5,163,5,0.2217,1,0.0252,-0.0913,-23,0.3491,0.503,0.3685,0.3328,87.98,83.28
11,learner,84,DMS-ACC,naive,13286,20,62,106,20,0.0728,1,0.0269,-0.1095,0,0.3048,0.6007,0.279,0.3052,83.04,87.58
11,learner,84,DMS-ACC,intermediate,9865,20,62,106,20,0.2232,1,0.0255,0.1023,8,0.4088,0.5795,0.2693,0.3138,72.24,84.59
11,learner,84,DMS-ACC,expert,10602,20,62,106,20,0.2215,0,0.0,-0.0152,0,0.3029,0.5642,0.3804,0.3788,70.54,61.44
11,learner,84,DLS-ACC,naive,13286,5,62,121,5,0.1456,1,0.0107,0.0614,3,0.3968,0.6243,0.3742,0.4124,78.69,77.66
11,learner,84,DLS-ACC,intermediate,9865,5,62,121,5,-0.059,0,0.0,0.0032,-17,0.6776,0.6223,0.3469,0.402,28.26,68.95
11,learner,84,DLS-ACC,expert,10602,5,62,121,5,0.1543,3,0.4294,-0.0379,-2,0.5038,0.6041,0.269,0.3805,74.17,81.43
11,learner,84,V1-DMS,naive,13286,67,20,101,20,-0.0227,0,0.0,-0.0115,0,0.6425,0.3079,0.2408,0.1854,53.65,74.73
11,learner,84,V1-DMS,intermediate,9865,67,20,101,20,0.0906,0,0.0,-0.0221,0,0.4988,0.4067,0.2934,0.225,74.04,85.12
11,learner,84,V1-DMS,expert,10602,67,20,101,20,0.083,0,0.0,0.0438,9,0.5036,0.2994,0.2574,0.2129,79.73,59.3
11,learner,84,V1-DLS,naive,13286,67,5,116,5,-0.1285,0,0.0,-0.0132,18,0.6809,0.393,0.3579,0.1093,84.53,82.4
11,learner,84,V1-DLS,intermediate,9865,67,5,116,5,0.1088,3,0.0201,-0.0389,-11,0.5346,0.6779,0.3368,0.3558,89.2,75.38
11,learner,84,V1-DLS,expert,10602,67,5,116,5,0.2915,2,0.072,-0.0559,-15,0.5091,0.4808,0.433,0.539,83.53,51.88
11,learner,84,V1-ACC,naive,13286,67,62,59,20,0.0718,0,0.0,0.0022,0,0.6442,0.5977,0.1869,0.1494,61.06,68.12
11,learner,84,V1-ACC,intermediate,9865,67,62,59,20,0.0473,3,0.0966,0.0363,11,0.498,0.5778,0.1579,0.1642,69.42,72.52
11,learner,84,V1-ACC,expert,10602,67,62,59,20,-0.1712,1,0.0158,0.031,0,0.5021,0.5627,0.1904,0.1594,65.13,75.0
11,learner,84,CA1-DMS,naive,13286,28,20,140,20,-0.0397,4,0.0395,-0.0169,8,0.3948,0.3068,0.231,0.185,64.01,80.51
11,learner,84,CA1-DMS,intermediate,9865,28,20,140,20,0.041,0,0.0,-0.0557,-12,0.3223,0.4081,0.2244,0.1968,80.46,76.02
11,learner,84,CA1-DMS,expert,10602,28,20,140,20,0.2098,9,0.1681,0.0047,11,0.2884,0.3011,0.1614,0.1521,86.77,72.84
11,learner,84,CA1-DLS,naive,13286,28,5,155,5,0.0799,2,0.0156,-0.0167,-17,0.4274,0.3934,0.3322,0.161,82.8,87.76
11,learner,84,CA1-DLS,intermediate,9865,28,5,155,5,-0.0653,1,0.0168,0.0503,2,0.4553,0.6784,0.4171,0.4654,89.52,84.51
11,learner,84,CA1-DLS,expert,10602,28,5,155,5,0.254,3,0.0641,-0.0095,-4,0.3953,0.5054,0.4726,0.4845,70.91,58.71
11,learner,84,CA1-ACC,naive,13286,28,62,98,20,0.0662,2,0.0154,0.0227,-7,0.3951,0.5983,0.1737,0.1957,88.13,77.99
11,learner,84,CA1-ACC,intermediate,9865,28,62,98,20,0.1896,1,0.0183,-0.0729,-13,0.3214,0.58,0.1297,0.1662,83.23,60.04
11,learner,84,CA1-ACC,expert,10602,28,62,98,20,-0.1076,6,0.5164,-0.0294,-25,0.2906,0.5654,0.1401,0.1533,87.06,86.94
11,learner,84,CA1-V1,naive,13286,28,67,93,20,-0.0021,5,0.0582,-0.0328,-3,0.3951,0.641,0.2098,0.2152,58.3,55.84
11,learner,84,CA1-V1,intermediate,9865,28,67,93,20,-0.0144,0,0.0,-0.008,17,0.3219,0.497,0.2067,0.2496,83.27,89.1
11,learner,84,CA1-V1,expert,10602,28,67,93,20,0.0486,3,0.0516,0.0207,0,0.2876,0.5033,0.2099,0.2294,40.62,71.47
11,learner,84,DG-DMS,naive,13286,6,20,162,6,-0.1355,0,0.0,-0.0109,25,0.4249,0.4029,0.1709,0.3102,77.08,64.38
11,learner,84,DG-DMS,intermediate,9865,6,20,162,6,0.1156,0,0.0,-0.1451,-19,0.0815,0.4474,0.3947,0.4772,57.6,82.78
11,learner,84,DG-DMS,expert,10602,6,20,162,6,0.0066,2,0.0936,-0.0632,-20,0.1188,0.2248,0.2491,0.3738,88.51,85.82
11,learner,84,DG-DLS,naive,13286,6,5,177,5,0.0818,3,0.0773,-0.0903,-24,0.4511,0.3932,0.226,0.1977,71.52,68.92
11,learner,84,DG-DLS,intermediate,9865,6,5,177,5,-0.0189,1,0.0078,-0.0402,20,0.0972,0.6776,0.4099,0.4915,54.86,68.09
11,learner,84,DG-DLS,expert,10602,6,5,177,5,0.4588,3,0.3705,-0.1366,-6,0.1123,0.5049,0.622,0.7196,63.8,2.76
11,learner,84,DG-ACC,naive,13286,6,62,120,6,0.015,0,0.0,0.0121,7,0.4247,0.6282,0.0804,0.2843,42.32,86.26
11,learner,84,DG-ACC,intermediate,9865,6,62,120,6,-0.0585,1,0.0082,-0.0264,-5,0.0802,0.5971,0.1048,0.2737,72.92,75.36
11,learner,84,DG-ACC,expert,10602,6,62,120,6,0.5683,4,0.4274,-0.0582,-15,0.1179,0.5885,0.1159,0.332,64.12,80.67
11,learner,84,DG-V1,naive,13286,6,67,115,6,0.1032,3,0.0199,-0.0589,-1,0.426,0.6788,0.1935,0.3671,59.91,32.72
11,learner,84,DG-V1,intermediate,9865,6,67,115,6,0.0217,0,0.0,0.0317,20,0.0818,0.5218,0.2663,0.3517,49.85,86.76
11,learner,84,DG-V1,expert,10602,6,67,115,6,0.0363,2,0.0317,-0.0236,-5,0.1184,0.5354,0.1715,0.343,80.74,85.25
11,learner,84,DG-CA1,naive,13286,6,28,154,6,0.2979,4,0.1198,-0.0751,0,0.4262,0.4829,0.3235,0.4676,64.78,73.14
11,learner,84,DG-CA1,intermediate,9865,6,28,154,6,0.3785,2,0.0815,0.0156,0,0.082,0.3916,0.4698,0.5158,79.46,83.49
11,learner,84,DG-CA1,expert,10602,6,28,154,6,0.3864,4,0.3491,-0.1142,0,0.1219,0.3715,0.4179,0.4512,32.29,33.01
13,learner,23,CA1-V1,naive,18261,24,64,0,20,0.1915,2,0.0231,0.0496,1,0.3384,0.5825,0.288,0.2949,35.25,33.95
13,learner,23,CA1-V1,intermediate,20538,24,64,0,20,0.2606,1,0.0352,0.009,0,0.3037,0.5776,0.3125,0.3141,18.18,19.27
13,learner,23,CA1-V1,expert,18859,24,64,0,20,0.258,1,0.0344,-0.0162,0,0.2275,0.5643,0.2968,0.2833,29.14,18.96
14,learner,39,DMS-DLS,naive,14749,29,13,21,13,0.0511,0,0.0,-0.0627,-10,0.4196,0.2594,0.3947,0.3906,56.22,85.46
14,learner,39,DMS-DLS,intermediate,11968,29,13,21,13,0.0399,0,0.0,0.0475,-14,0.4842,0.3159,0.4754,0.2828,84.33,57.54
14,learner,39,DMS-DLS,expert,10506,29,13,21,13,0.0279,0,0.0,0.0402,5,0.4793,0.3059,0.497,0.3299,78.22,89.3
14,learner,39,DMS-ACC,naive,14749,29,21,13,20,0.1079,0,0.0,-0.0688,0,0.4563,0.8227,0.7192,0.5732,87.14,90.0
14,learner,39,DMS-ACC,intermediate,11968,29,21,13,20,0.002,0,0.0,-0.1059,-2,0.4775,0.4534,0.5473,0.5166,88.18,89.83
14,learner,39,DMS-ACC,expert,10506,29,21,13,20,0.2436,1,0.0306,-0.0734,5,0.4832,0.5829,0.6774,0.7496,53.81,90.0
14,learner,39,DLS-ACC,naive,14749,13,21,29,13,0.0975,0,0.0,0.0994,18,0.2591,0.6261,0.4223,0.6544,89.17,89.93
14,learner,39,DLS-ACC,intermediate,11968,13,21,29,13,-0.0497,0,0.0,0.0978,7,0.3164,0.4142,0.3033,0.4852,80.88,89.98
14,learner,39,DLS-ACC,expert,10506,13,21,29,13,-0.0048,0,0.0,0.0583,23,0.3056,0.4126,0.4051,0.4608,89.99,88.59
