animal,pair,epoch,lag_bin,lag_ms,cc1
1,DMS-DLS,naive,-25,-250,0.1726
1,DMS-DLS,naive,-24,-240,0.1756
1,DMS-DLS,naive,-23,-230,0.1647
1,DMS-DLS,naive,-22,-220,0.2243
1,DMS-DLS,naive,-21,-210,0.1562
1,DMS-DLS,naive,-20,-200,0.1453
1,DMS-DLS,naive,-19,-190,0.1584
1,DMS-DLS,naive,-18,-180,0.1375
1,DMS-DLS,naive,-17,-170,0.1488
1,DMS-DLS,naive,-16,-160,0.1944
1,DMS-DLS,naive,-15,-150,0.1713
1,DMS-DLS,naive,-14,-140,0.1712
1,DMS-DLS,naive,-13,-130,0.186
1,DMS-DLS,naive,-12,-120,0.1876
1,DMS-DLS,naive,-11,-110,0.1861
1,DMS-DLS,naive,-10,-100,0.1696
1,DMS-DLS,naive,-9,-90,0.1725
1,DMS-DLS,naive,-8,-80,0.1775
1,DMS-DLS,naive,-7,-70,0.1716
1,DMS-DLS,naive,-6,-60,0.1647
1,DMS-DLS,naive,-5,-50,0.1655
1,DMS-DLS,naive,-4,-40,0.1983
1,DMS-DLS,naive,-3,-30,0.1872
1,DMS-DLS,naive,-2,-20,0.17
1,DMS-DLS,naive,-1,-10,0.1839
1,DMS-DLS,naive,0,0,0.1979
1,DMS-DLS,naive,1,10,0.1814
1,DMS-DLS,naive,2,20,0.1764
1,DMS-DLS,naive,3,30,0.1715
1,DMS-DLS,naive,4,40,0.1563
1,DMS-DLS,naive,5,50,0.1642
1,DMS-DLS,naive,6,60,0.1737
1,DMS-DLS,naive,7,70,0.2062
1,DMS-DLS,naive,8,80,0.1688
1,DMS-DLS,naive,9,90,0.1687
1,DMS-DLS,naive,10,100,0.1563
1,DMS-DLS,naive,11,110,0.1474
1,DMS-DLS,naive,12,120,0.165
1,DMS-DLS,naive,13,130,0.1606
1,DMS-DLS,naive,14,140,0.1772
1,DMS-DLS,naive,15,150,0.1623
1,DMS-DLS,naive,16,160,0.1702
1,DMS-DLS,naive,17,170,0.1746
1,DMS-DLS,naive,18,180,0.3375
1,DMS-DLS,naive,19,190,0.235
1,DMS-DLS,naive,20,200,0.1802
1,DMS-DLS,naive,21,210,0.2043
1,DMS-DLS,naive,22,220,0.1897
1,DMS-DLS,naive,23,230,0.1711
1,DMS-DLS,naive,24,240,0.3415
1,DMS-DLS,naive,25,250,0.5365
1,DMS-DLS,intermediate,-25,-250,0.1543
1,DMS-DLS,intermediate,-24,-240,0.1446
1,DMS-DLS,intermediate,-23,-230,0.1308
1,DMS-DLS,intermediate,-22,-220,0.1372
1,DMS-DLS,intermediate,-21,-210,0.1481
1,DMS-DLS,intermediate,-20,-200,0.1443
1,DMS-DLS,intermediate,-19,-190,0.1479
1,DMS-DLS,intermediate,-18,-180,0.1532
1,DMS-DLS,intermediate,-17,-170,0.1538
1,DMS-DLS,intermediate,-16,-160,0.1588
1,DMS-DLS,intermediate,-15,-150,0.1513
1,DMS-DLS,intermediate,-14,-140,0.1602
1,DMS-DLS,intermediate,-13,-130,0.1795
1,DMS-DLS,intermediate,-12,-120,0.1593
1,DMS-DLS,intermediate,-11,-110,0.1518
1,DMS-DLS,intermediate,-10,-100,0.174
1,DMS-DLS,intermediate,-9,-90,0.1722
1,DMS-DLS,intermediate,-8,-80,0.1871
1,DMS-DLS,intermediate,-7,-70,0.1767
1,DMS-DLS,intermediate,-6,-60,0.1925
1,DMS-DLS,intermediate,-5,-50,0.1693
1,DMS-DLS,intermediate,-4,-40,0.1706
1,DMS-DLS,intermediate,-3,-30,0.171
1,DMS-DLS,intermediate,-2,-20,0.176
1,DMS-DLS,intermediate,-1,-10,0.1577
1,DMS-DLS,intermediate,0,0,0.1846
1,DMS-DLS,intermediate,1,10,0.1718
1,DMS-DLS,intermediate,2,20,0.1571
1,DMS-DLS,intermediate,3,30,0.1544
1,DMS-DLS,intermediate,4,40,0.1446
1,DMS-DLS,intermediate,5,50,0.1526
1,DMS-DLS,intermediate,6,60,0.1653
1,DMS-DLS,intermediate,7,70,0.1662
1,DMS-DLS,intermediate,8,80,0.1781
1,DMS-DLS,intermediate,9,90,0.1726
1,DMS-DLS,intermediate,10,100,0.17
1,DMS-DLS,intermediate,11,110,0.1639
1,DMS-DLS,intermediate,12,120,0.1693
1,DMS-DLS,intermediate,13,130,0.1549
1,DMS-DLS,intermediate,14,140,0.1824
1,DMS-DLS,intermediate,15,150,0.1552
1,DMS-DLS,intermediate,16,160,0.1473
1,DMS-DLS,intermediate,17,170,0.1671
1,DMS-DLS,intermediate,18,180,0.1765
1,DMS-DLS,intermediate,19,190,0.1723
1,DMS-DLS,intermediate,20,200,0.1835
1,DMS-DLS,intermediate,21,210,0.1629
1,DMS-DLS,intermediate,22,220,0.1872
1,DMS-DLS,intermediate,23,230,0.2054
1,DMS-DLS,intermediate,24,240,0.1971
1,DMS-DLS,intermediate,25,250,0.1768
1,DMS-DLS,expert,-25,-250,0.108
1,DMS-DLS,expert,-24,-240,0.0947
1,DMS-DLS,expert,-23,-230,0.1064
1,DMS-DLS,expert,-22,-220,0.1203
1,DMS-DLS,expert,-21,-210,0.1183
1,DMS-DLS,expert,-20,-200,0.0963
1,DMS-DLS,expert,-19,-190,0.0972
1,DMS-DLS,expert,-18,-180,0.113
1,DMS-DLS,expert,-17,-170,0.1065
1,DMS-DLS,expert,-16,-160,0.1057
1,DMS-DLS,expert,-15,-150,0.1104
1,DMS-DLS,expert,-14,-140,0.1014
1,DMS-DLS,expert,-13,-130,0.0988
1,DMS-DLS,expert,-12,-120,0.0922
1,DMS-DLS,expert,-11,-110,0.1047
1,DMS-DLS,expert,-10,-100,0.1098
1,DMS-DLS,expert,-9,-90,0.1209
1,DMS-DLS,expert,-8,-80,0.1483
1,DMS-DLS,expert,-7,-70,0.2183
1,DMS-DLS,expert,-6,-60,0.1185
1,DMS-DLS,expert,-5,-50,0.1236
1,DMS-DLS,expert,-4,-40,0.1153
1,DMS-DLS,expert,-3,-30,0.1168
1,DMS-DLS,expert,-2,-20,0.1349
1,DMS-DLS,expert,-1,-10,0.1232
1,DMS-DLS,expert,0,0,0.1611
1,DMS-DLS,expert,1,10,0.1292
1,DMS-DLS,expert,2,20,0.1164
1,DMS-DLS,expert,3,30,0.1261
1,DMS-DLS,expert,4,40,0.115
1,DMS-DLS,expert,5,50,0.1163
1,DMS-DLS,expert,6,60,0.109
1,DMS-DLS,expert,7,70,0.111
1,DMS-DLS,expert,8,80,0.112
1,DMS-DLS,expert,9,90,0.106
1,DMS-DLS,expert,10,100,0.1144
1,DMS-DLS,expert,11,110,0.1095
1,DMS-DLS,expert,12,120,0.1439
1,DMS-DLS,expert,13,130,0.1085
1,DMS-DLS,expert,14,140,0.1078
1,DMS-DLS,expert,15,150,0.1076
1,DMS-DLS,expert,16,160,0.1012
1,DMS-DLS,expert,17,170,0.1036
1,DMS-DLS,expert,18,180,0.1093
1,DMS-DLS,expert,19,190,0.1148
1,DMS-DLS,expert,20,200,0.1067
1,DMS-DLS,expert,21,210,0.0938
1,DMS-DLS,expert,22,220,0.0962
1,DMS-DLS,expert,23,230,0.0929
1,DMS-DLS,expert,24,240,0.0905
1,DMS-DLS,expert,25,250,0.0947
1,DMS-ACC,naive,-25,-250,0.1688
1,DMS-ACC,naive,-24,-240,0.1614
1,DMS-ACC,naive,-23,-230,0.1697
1,DMS-ACC,naive,-22,-220,0.1631
1,DMS-ACC,naive,-21,-210,0.1699
1,DMS-ACC,naive,-20,-200,0.1682
1,DMS-ACC,naive,-19,-190,0.1835
1,DMS-ACC,naive,-18,-180,0.1728
1,DMS-ACC,naive,-17,-170,0.1786
1,DMS-ACC,naive,-16,-160,0.1892
1,DMS-ACC,naive,-15,-150,0.2003
1,DMS-ACC,naive,-14,-140,0.2082
1,DMS-ACC,naive,-13,-130,0.2048
1,DMS-ACC,naive,-12,-120,0.2071
1,DMS-ACC,naive,-11,-110,0.2098
1,DMS-ACC,naive,-10,-100,0.2164
1,DMS-ACC,naive,-9,-90,0.2073
1,DMS-ACC,naive,-8,-80,0.228
1,DMS-ACC,naive,-7,-70,0.2456
1,DMS-ACC,naive,-6,-60,0.2489
1,DMS-ACC,naive,-5,-50,0.2684
1,DMS-ACC,naive,-4,-40,0.3009
1,DMS-ACC,naive,-3,-30,0.3478
1,DMS-ACC,naive,-2,-20,0.3767
1,DMS-ACC,naive,-1,-10,0.4271
1,DMS-ACC,naive,0,0,0.4825
1,DMS-ACC,naive,1,10,0.4237
1,DMS-ACC,naive,2,20,0.413
1,DMS-ACC,naive,3,30,0.3403
1,DMS-ACC,naive,4,40,0.3538
1,DMS-ACC,naive,5,50,0.3072
1,DMS-ACC,naive,6,60,0.2934
1,DMS-ACC,naive,7,70,0.2689
1,DMS-ACC,naive,8,80,0.2898
1,DMS-ACC,naive,9,90,0.2712
1,DMS-ACC,naive,10,100,0.2657
1,DMS-ACC,naive,11,110,0.2601
1,DMS-ACC,naive,12,120,0.2484
1,DMS-ACC,naive,13,130,0.3218
1,DMS-ACC,naive,14,140,0.2304
1,DMS-ACC,naive,15,150,0.2249
1,DMS-ACC,naive,16,160,0.2035
1,DMS-ACC,naive,17,170,0.1878
1,DMS-ACC,naive,18,180,0.1713
1,DMS-ACC,naive,19,190,0.175
1,DMS-ACC,naive,20,200,0.1657
1,DMS-ACC,naive,21,210,0.16
1,DMS-ACC,naive,22,220,0.1836
1,DMS-ACC,naive,23,230,0.1598
1,DMS-ACC,naive,24,240,0.1741
1,DMS-ACC,naive,25,250,0.1785
1,DMS-ACC,intermediate,-25,-250,0.1154
1,DMS-ACC,intermediate,-24,-240,0.1374
1,DMS-ACC,intermediate,-23,-230,0.1409
1,DMS-ACC,intermediate,-22,-220,0.1357
1,DMS-ACC,intermediate,-21,-210,0.1385
1,DMS-ACC,intermediate,-20,-200,0.202
1,DMS-ACC,intermediate,-19,-190,0.1407
1,DMS-ACC,intermediate,-18,-180,0.1286
1,DMS-ACC,intermediate,-17,-170,0.1405
1,DMS-ACC,intermediate,-16,-160,0.1379
1,DMS-ACC,intermediate,-15,-150,0.1377
1,DMS-ACC,intermediate,-14,-140,0.1466
1,DMS-ACC,intermediate,-13,-130,0.1408
1,DMS-ACC,intermediate,-12,-120,0.1651
1,DMS-ACC,intermediate,-11,-110,0.1631
1,DMS-ACC,intermediate,-10,-100,0.1828
1,DMS-ACC,intermediate,-9,-90,0.1667
1,DMS-ACC,intermediate,-8,-80,0.1742
1,DMS-ACC,intermediate,-7,-70,0.1688
1,DMS-ACC,intermediate,-6,-60,0.185
1,DMS-ACC,intermediate,-5,-50,0.1985
1,DMS-ACC,intermediate,-4,-40,0.1996
1,DMS-ACC,intermediate,-3,-30,0.219
1,DMS-ACC,intermediate,-2,-20,0.2247
1,DMS-ACC,intermediate,-1,-10,0.2449
